gene,correlation,p_value
ENSG00000247934.4,0.033927629650783137,0.5447362136386307
ENSG00000155970.11,0.0339232713404667,0.5447879197764902
ENSG00000199497.1,0.03391979807368431,0.5448291276688424
ENSG00000242251.3,0.033919139380003877,0.5448369427846036
ENSG00000249375.7,0.03391533943196352,0.5448820286072872
ENSG00000170471.14,0.033907713735049166,0.5449725119392201
ENSG00000144015.4,0.03390562672686304,0.5449972768001933
ENSG00000145979.17,0.03390393699977515,0.5450173278507828
ENSG00000259473.1,0.03390386741210036,0.5450181536167905
ENSG00000274340.1,0.03390119035440016,0.545049921540156
ENSG00000244537.2,0.03389922359100454,0.5450732611751941
ENSG00000213781.3,0.03389670621314519,0.5451031356877357
ENSG00000214652.5,0.033891460228609976,0.5451653940310743
ENSG00000204186.7,0.03388841611229624,0.5452015226333091
ENSG00000254538.1,0.03388812551821932,0.5452049715639701
ENSG00000132970.12,0.03387737278110678,0.5453325985523994
ENSG00000122692.8,0.03386787719552763,0.5454453163563282
ENSG00000066629.16,0.0338669899003206,0.5454558496244155
ENSG00000106692.13,0.03386262639433058,0.5455076511837628
ENSG00000181929.11,0.03385805696888496,0.5455618999291549
ENSG00000270279.1,0.03383658331887105,0.5458168732444724
ENSG00000232610.1,0.033836266417881386,0.5458206364962699
ENSG00000253821.1,0.03383615253943303,0.5458219888248513
ENSG00000159904.11,0.03383339767023242,0.5458547039329291
ENSG00000273343.1,0.03383144224771584,0.5458779258981434
ENSG00000180304.14,0.03382388741551211,0.5459676492218373
ENSG00000262539.1,0.033805286257373654,0.5461885928480824
ENSG00000211938.2,0.03380424533928501,0.5462009581241003
ENSG00000254746.5,0.033804215972329334,0.5462013069820947
ENSG00000165804.15,0.0338036035209135,0.5462085824828639
ENSG00000227175.1,0.033800662129675245,0.5462435248498904
ENSG00000095564.13,0.033797836864071826,0.5462770887362063
ENSG00000128923.10,0.03378707401070033,0.5464049597267994
ENSG00000233435.2,0.033780304841439734,0.5464853902331465
ENSG00000274173.1,0.033777023380116795,0.5465243822874827
ENSG00000267311.1,0.033774491587510946,0.5465544673200649
ENSG00000233416.1,0.03377337139043963,0.5465677787678256
ENSG00000233509.2,0.03377225112139626,0.5465810912306815
ENSG00000234382.2,0.033770655089284986,0.5466000575920333
ENSG00000100393.9,0.03376262882104307,0.5466954422349467
ENSG00000264765.1,0.03376231400499435,0.5466991836945527
ENSG00000165637.13,0.03376018275908145,0.5467245130099405
ENSG00000172932.14,0.033759538957941045,0.5467321645364304
ENSG00000181323.7,0.03375649022484642,0.5467683992089184
ENSG00000238188.1,0.033751625055626566,0.5468262249617261
ENSG00000215704.9,0.033740204367643224,0.5469619792288891
ENSG00000272438.1,0.03373950310564145,0.5469703154594627
ENSG00000125482.12,0.033733117040975834,0.5470462324880647
ENSG00000181616.8,0.03372822465541184,0.5471043962897162
ENSG00000261087.1,0.03372818580014014,0.5471048582381725
ENSG00000226263.1,0.033727175981789426,0.5471168639873861
ENSG00000055609.17,0.033722191381476814,0.5471761278946611
ENSG00000197442.9,0.033719313313698124,0.5472103478336517
ENSG00000181291.6,0.033718265010736326,0.547222812313225
ENSG00000259071.1,0.03371487978420211,0.54726306411966
ENSG00000168447.10,0.033709325758752066,0.5473291070407662
ENSG00000258096.1,0.03370867120501991,0.5473368905982195
ENSG00000080511.3,0.03370220544349566,0.5474137804553892
ENSG00000033800.13,0.03370162503840965,0.5474206828049046
ENSG00000227159.7,0.03370053450972316,0.5474336518115428
ENSG00000275400.1,0.03369821200183876,0.54746127251542
ENSG00000276475.1,0.033691214940707925,0.5475444900518284
ENSG00000270059.1,0.03369022537175855,0.5475562597083921
ENSG00000152944.8,0.033690104696620565,0.5475576949932845
ENSG00000280379.1,0.03368655803591403,0.5475998790620372
ENSG00000273124.1,0.03368475247691057,0.5476213550391837
ENSG00000270090.5,0.03367966200696411,0.5476819051766365
ENSG00000240403.5,0.033676223096673494,0.547722812201923
ENSG00000107443.15,0.03367472657771841,0.5477406142811151
ENSG00000229578.2,0.03367404997909574,0.5477486629610784
ENSG00000257896.1,0.03366416554419592,0.5478662528286203
ENSG00000236230.1,0.03366110013526533,0.5479027228920381
ENSG00000172354.9,0.03366055285436548,0.547909234178052
ENSG00000258021.1,0.03365573416640972,0.5479665662624076
ENSG00000268717.1,0.03364401309969561,0.5481060342146873
ENSG00000232460.4,0.03364324362084006,0.5481151907872146
ENSG00000240731.1,0.03364234285266752,0.5481259097596503
ENSG00000250929.2,0.03364201635035285,0.5481297951014603
ENSG00000229618.1,0.03363910036221762,0.548164495641741
ENSG00000143494.15,0.03363861612458225,0.5481702582209363
ENSG00000277959.1,0.033628183000220226,0.5482944228961386
ENSG00000230686.1,0.03362467431339607,0.5483361829057511
ENSG00000260372.6,0.03362450541098269,0.548338193203385
ENSG00000102543.14,0.03362036906725668,0.5483874256141774
ENSG00000239481.1,0.033620000787846493,0.5483918091277722
ENSG00000159409.14,0.03361796910196832,0.5484159919532131
ENSG00000174038.12,0.03361571612700994,0.5484428093594003
ENSG00000224055.1,0.033613602474324836,0.5484679689834202
ENSG00000234569.1,0.033601331055671105,0.5486140516248013
ENSG00000152520.13,0.033600444018899084,0.5486246119170364
ENSG00000270911.1,0.033600269642509416,0.5486266879031868
ENSG00000277705.1,0.03359616055696376,0.5486756085140511
ENSG00000273940.1,0.0335930340373978,0.548712832647087
ENSG00000276562.1,0.0335930340373978,0.548712832647087
ENSG00000273792.1,0.03358687325934445,0.548786186090168
ENSG00000226321.5,0.03358683179032415,0.5487866798583172
ENSG00000218698.1,0.03358645988136563,0.5487911081568727
ENSG00000203804.4,0.03358226788890592,0.5488410231837675
ENSG00000125454.11,0.033580805459697424,0.5488584371923974
ENSG00000217889.3,0.03358015831044301,0.5488661432675482
ENSG00000105198.10,0.03357178413802068,0.5489658654003615
ENSG00000273520.4,0.033567092332499604,0.5490217407033907
ENSG00000282556.1,0.033564613050028974,0.549051267918502
ENSG00000177542.10,0.03355701809902283,0.5491417254549555
ENSG00000279532.1,0.033551346776401286,0.5492092769261374
ENSG00000145715.14,0.033548619594537914,0.5492417620088859
ENSG00000253488.1,0.03354275788850311,0.5493115874629468
ENSG00000166069.13,0.033536061930105825,0.5493913559780641
ENSG00000102466.15,0.033533395511102404,0.5494231224361924
ENSG00000265980.1,0.03353310173151591,0.5494266224427254
ENSG00000106290.14,0.03352608550167298,0.5495102150630348
ENSG00000228526.3,0.03352141558243378,0.5495658567772743
ENSG00000142166.12,0.03352124302510672,0.5495679128369879
ENSG00000174109.4,0.033516834439422924,0.5496204434158612
ENSG00000254445.1,0.03351180335761951,0.5496803943676821
ENSG00000257762.5,0.033510737241880736,0.5496930987378675
ENSG00000249279.5,0.033508468634624006,0.5497201330798356
ENSG00000169618.6,0.03350605599046326,0.5497488845839006
ENSG00000243176.5,0.03350533524871765,0.549757473813425
ENSG00000277494.1,0.03349964546859038,0.5498252824193756
ENSG00000205726.13,0.03349865107171868,0.5498371336790134
ENSG00000196152.10,0.033492315062935325,0.5499126494142934
ENSG00000232268.5,0.033483578791471194,0.5500167810264504
ENSG00000123444.13,0.03348021139609316,0.5500569211322732
ENSG00000101180.15,0.03347160104785641,0.5501595649394186
ENSG00000107651.12,0.03347048537641019,0.5501728655258454
ENSG00000280417.1,0.033465121595721396,0.5502368125631715
ENSG00000127334.10,0.03346377569914723,0.5502528589248936
ENSG00000265728.1,0.033456379472362255,0.5503410440363906
ENSG00000225728.2,0.03345301626813095,0.5503811457653678
ENSG00000278399.1,0.033452128614224926,0.5503917300942318
ENSG00000197070.13,0.03345169001051579,0.5503969600138517
ENSG00000158055.15,0.03345036759450842,0.5504127286768324
ENSG00000227431.5,0.033445245899540975,0.5504738025323699
ENSG00000242242.5,0.03343853296551097,0.5505538562091166
ENSG00000182108.9,0.033425982069907025,0.55070354456187
ENSG00000224238.2,0.0334214659622733,0.5507574108304661
ENSG00000265125.5,0.03341561553018411,0.5508271962070296
ENSG00000224417.2,0.03340393015537679,0.5509665951592017
ENSG00000132581.9,0.03339862439310867,0.5510298951671166
ENSG00000229661.1,0.033397480701688145,0.5510435403601932
ENSG00000227034.1,0.03339280721225438,0.5510993007081111
ENSG00000233129.1,0.03339033971787015,0.551128741996799
ENSG00000273186.1,0.03339021202237806,0.5511302656361471
ENSG00000152332.15,0.033388189112956525,0.5511544028978981
ENSG00000205642.9,0.03338751618359688,0.5511624323746069
ENSG00000271620.1,0.03338546777746091,0.5511868745634445
ENSG00000010017.12,0.03337895410729793,0.5512646011307198
ENSG00000232549.1,0.033377155240729865,0.5512860676582044
ENSG00000225442.2,0.03337575083089437,0.5513028272746957
ENSG00000265222.1,0.03337371895844105,0.55132707519858
ENSG00000261053.1,0.03336953576817158,0.5513769981243694
ENSG00000278696.1,0.03336706092385396,0.5514065343914525
ENSG00000277467.1,0.03336706092385396,0.5514065343914525
ENSG00000101464.10,0.033365051969859574,0.5514305110149401
ENSG00000237906.1,0.03336290498983766,0.5514561355262128
ENSG00000244675.2,0.03336259975501049,0.5514597785944911
ENSG00000198218.10,0.033357618482303626,0.5515192332268318
ENSG00000164542.12,0.03335308036806958,0.5515734012125166
ENSG00000279395.1,0.0333525544968135,0.551579678302221
ENSG00000126709.14,0.033350447712031606,0.5516048263991296
ENSG00000274024.1,0.033350336394518454,0.5516061551805516
ENSG00000228432.1,0.03334903496101096,0.5516216903244889
ENSG00000176155.18,0.03334146182077461,0.5517120947499285
ENSG00000212789.4,0.03333942141401344,0.5517364533617701
ENSG00000273306.1,0.033339128411382375,0.5517399513042376
ENSG00000277083.1,0.033326985001624204,0.5518849320605775
ENSG00000158125.9,0.03332693439669169,0.5518855362742784
ENSG00000179085.7,0.03332360551626208,0.5519252832122252
ENSG00000270723.1,0.03331722460581138,0.5520014753971113
ENSG00000228231.2,0.03330870665630844,0.5521031932174773
ENSG00000196576.14,0.03330805055546048,0.5521110284816364
ENSG00000261460.1,0.03330297251239094,0.5521716731443453
ENSG00000143198.12,0.033302930949327327,0.5521721695257527
ENSG00000254388.1,0.0333007344842363,0.5521984018877196
ENSG00000197748.12,0.03329923670812464,0.5522162901629469
ENSG00000109790.16,0.03329448789621679,0.5522730081580379
ENSG00000146833.15,0.03329343526167201,0.5522855808082174
ENSG00000134330.18,0.03329229218178374,0.5522992338945043
ENSG00000221978.11,0.03329186293378464,0.5523043609278044
ENSG00000279878.1,0.03328746648091213,0.552356874474568
ENSG00000223638.3,0.033282893184325466,0.5524115029238136
ENSG00000164796.17,0.0332827485150583,0.5524132310546072
ENSG00000251313.1,0.03328077650384117,0.5524367877606345
ENSG00000230266.1,0.033273430393702216,0.5525245452088124
ENSG00000228882.1,0.03326874586286019,0.5525805106896841
ENSG00000231993.1,0.033268296002127204,0.5525858852630443
ENSG00000267159.2,0.03326771872642331,0.5525927821251518
ENSG00000278842.1,0.033266421521975516,0.5526082803154754
ENSG00000232970.1,0.033263074031140226,0.5526482750303525
ENSG00000257179.1,0.03326070935799719,0.5526765282158554
ENSG00000257900.2,0.033244341736367006,0.5528721083812009
ENSG00000242353.1,0.03324225399894092,0.5528970576254237
ENSG00000278422.1,0.03323853339024955,0.5529415216550897
ENSG00000278785.1,0.03323853339024955,0.5529415216550897
ENSG00000277582.1,0.03323853339024955,0.5529415216550897
ENSG00000280660.1,0.03323631391085357,0.5529680469088167
ENSG00000254399.2,0.03321853766843003,0.5531805152291347
ENSG00000205018.2,0.0332176791704092,0.5531907773277263
ENSG00000103199.13,0.03320818884599711,0.5533042265780368
ENSG00000244623.1,0.03320651530874363,0.5533242335565625
ENSG00000235725.1,0.03320581919535466,0.5533325556297533
ENSG00000178762.4,0.033202707338661964,0.5533697587911436
ENSG00000240671.2,0.03320130702882192,0.5533865003048378
ENSG00000231156.1,0.03319357702901081,0.5534789213666288
ENSG00000181038.13,0.03318903978503423,0.5535331728558643
ENSG00000085760.14,0.03318681294037832,0.5535598000205244
ENSG00000270031.1,0.033175167939036174,0.5536990535676608
ENSG00000183474.15,0.033172317101136516,0.5537331471306269
ENSG00000068885.14,0.03317009728065077,0.5537596949780118
ENSG00000213077.5,0.03316867279092442,0.5537767314282461
ENSG00000228463.8,0.033167039599693686,0.5537962641973317
ENSG00000162928.8,0.03316428057092079,0.5538292626096535
ENSG00000100503.23,0.03316423199832264,0.5538298435540466
ENSG00000250584.2,0.03315978392105847,0.5538830452933255
ENSG00000205002.3,0.033159056178411105,0.5538917497799426
ENSG00000144481.16,0.03315571760447471,0.553931683119019
ENSG00000227018.1,0.03315182052632356,0.5539782986112309
ENSG00000155034.18,0.03314492379011687,0.5540607996529545
ENSG00000261211.1,0.03314426424991472,0.5540686896047646
ENSG00000125447.16,0.03314320568408058,0.5540813531374068
ENSG00000100242.15,0.03314291603731639,0.554084818181472
ENSG00000251608.1,0.03313613481022802,0.5541659450135178
ENSG00000251244.1,0.0331352419147212,0.5541766275501572
ENSG00000232377.1,0.03312887057365703,0.5542528567206362
ENSG00000265386.2,0.03312682721057873,0.554277305382431
ENSG00000254889.1,0.033120707921281856,0.5543505252888783
ENSG00000159905.14,0.03311760655492251,0.5543876362585066
ENSG00000271974.1,0.033111145673685186,0.55446495108933
ENSG00000162433.14,0.03310398311338003,0.5545506687733143
ENSG00000270178.1,0.03310347089610559,0.5545567989623469
ENSG00000179304.16,0.03310274745121484,0.5545654571684243
ENSG00000221767.1,0.03309965871441796,0.5546024239858476
ENSG00000234358.1,0.033093565146425405,0.5546753569333778
ENSG00000231584.8,0.03309142112886182,0.5547010194491685
ENSG00000230295.1,0.03308766321381402,0.554746000677138
ENSG00000160188.9,0.03308698716272812,0.5547540930143936
ENSG00000279926.1,0.03308561337236126,0.5547705374737568
ENSG00000280560.1,0.0330741773292504,0.5549074376856381
ENSG00000214827.9,0.0330675369901285,0.5549869363435254
ENSG00000256603.1,0.033067102602478894,0.5549921370594098
ENSG00000230585.2,0.03306424938296104,0.5550262978833607
ENSG00000272236.1,0.033064057916414036,0.5550285902970514
ENSG00000253502.1,0.03305966839432487,0.5550811469578721
ENSG00000265334.1,0.03305755750768597,0.5551064219044404
ENSG00000253910.2,0.033052131610796696,0.5551713920799568
ENSG00000132031.12,0.033050073154957005,0.5551960411821528
ENSG00000182141.9,0.03304957908744434,0.555201957502237
ENSG00000170448.11,0.033043645167281546,0.555273016929395
ENSG00000259464.2,0.033031823160870756,0.5554146000965365
ENSG00000226083.5,0.033030951198912924,0.5554250436157
ENSG00000224698.1,0.03303031735692184,0.5554326352235248
ENSG00000279910.1,0.03300919417382925,0.5556856591750304
ENSG00000212856.5,0.03300803013633437,0.5556996042208604
ENSG00000251189.1,0.033006902452138796,0.5557131139201708
ENSG00000186910.3,0.03300652725043197,0.5557176088861879
ENSG00000141428.16,0.0330051996166087,0.5557335142566352
ENSG00000273123.1,0.03300497664954685,0.5557361854770106
ENSG00000277373.1,0.03299414419865655,0.5558659693941796
ENSG00000220305.1,0.03299333744679722,0.5558756357013112
ENSG00000178295.14,0.032991317311416926,0.5558998408367528
ENSG00000159164.9,0.03298639437801819,0.5559588292598926
ENSG00000276591.1,0.032983960268795534,0.5559879967871374
ENSG00000237290.1,0.03298385142608075,0.5559893010487014
ENSG00000260918.1,0.032979074026880315,0.5560465500570896
ENSG00000268460.1,0.03297835111984639,0.5560552131183786
ENSG00000157368.10,0.032977653006573494,0.5560635791222484
ENSG00000135956.8,0.0329761737758239,0.5560813060322646
ENSG00000271072.1,0.03297591864793728,0.5560843634796112
ENSG00000241119.1,0.03297391913335114,0.5561083259039767
ENSG00000257837.1,0.03297042906922244,0.5561501524554368
ENSG00000185236.11,0.03296733240990132,0.5561872655395871
ENSG00000168090.9,0.032964112279128356,0.5562258596892745
ENSG00000250971.1,0.03296366571978393,0.5562312119280324
ENSG00000148362.10,0.0329558676949533,0.5563246792151448
ENSG00000273455.1,0.03295421409024005,0.5563445003351579
ENSG00000254644.1,0.03294959188644862,0.5563999067220651
ENSG00000258871.1,0.032948075151626614,0.5564180884158002
ENSG00000173818.16,0.032947222440781083,0.5564283103209482
ENSG00000261122.6,0.03294630631881659,0.5564392924709612
ENSG00000261190.5,0.03294112027745407,0.5565014629059117
ENSG00000237063.1,0.03294050956981111,0.5565087843111176
ENSG00000118432.12,0.03294041812586421,0.5565098805814128
ENSG00000211968.3,0.03293792523880747,0.5565397668125726
ENSG00000247699.2,0.03293509470120579,0.5565737019459192
ENSG00000100664.10,0.032933470617507093,0.5565931734342594
ENSG00000258134.1,0.032922917241899115,0.5567197081725348
ENSG00000279681.1,0.03292225533736839,0.5567276448581276
ENSG00000240692.3,0.032916438128249396,0.5567973995134391
ENSG00000232573.1,0.03291597382541409,0.5568029671913749
ENSG00000233854.1,0.03291522464514666,0.5568119510281387
ENSG00000196683.10,0.03291294916609824,0.5568392379925038
ENSG00000275756.1,0.032912337985195314,0.5568465672284947
ENSG00000230977.1,0.03291087880738624,0.5568640657695867
ENSG00000221968.8,0.03290782043566677,0.5569007427978246
ENSG00000185495.10,0.032903005830297385,0.5569584835476727
ENSG00000273064.1,0.03290064369504555,0.5569868132986642
ENSG00000136379.11,0.03289998538801381,0.5569947086841406
ENSG00000120800.4,0.032897658764296,0.5570226134101434
ENSG00000241219.1,0.03289673204522158,0.5570337283492801
ENSG00000271335.5,0.03289671628735651,0.557033917347843
ENSG00000154781.15,0.03289510000440439,0.5570533030803215
ENSG00000167774.2,0.03289318318391595,0.557076293890447
ENSG00000234565.1,0.03288778142323036,0.5571410863938088
ENSG00000170004.16,0.03288726893612174,0.5571472337130841
ENSG00000224261.2,0.03288651423339797,0.557156286485729
ENSG00000226280.2,0.03288289159034792,0.5571997416263548
ENSG00000114166.7,0.03288045165527977,0.5572290106086889
ENSG00000005448.16,0.03287431470510143,0.5573026315530536
ENSG00000257207.5,0.03287409291683666,0.5573052922888638
ENSG00000266227.1,0.03286388075864115,0.5574278115475416
ENSG00000211958.2,0.032861214560482674,0.5574598011186721
ENSG00000225968.7,0.03285950814779748,0.5574802754612851
ENSG00000272556.1,0.0328547721784649,0.557537101759253
ENSG00000162009.8,0.03285236244846494,0.5575660168823554
ENSG00000211714.3,0.03284985512921061,0.5575961037813716
ENSG00000266405.3,0.032846700960779136,0.5576339537469786
ENSG00000228753.1,0.032843751237493654,0.5576693515005031
ENSG00000094796.4,0.0328406156715633,0.5577069806267391
ENSG00000236240.1,0.032839150061592444,0.5577245694595462
ENSG00000153266.12,0.03283821105388783,0.5577358386626714
ENSG00000225988.1,0.03283458023848107,0.5577794137796542
ENSG00000280415.1,0.03282955545772284,0.5578397212474389
ENSG00000231120.3,0.03282820894554682,0.557855882636128
ENSG00000273014.1,0.032821517650192956,0.5579361976562621
ENSG00000227482.1,0.032820279683917604,0.5579510574684697
ENSG00000215114.7,0.03281254410958518,0.5580439150492201
ENSG00000172915.18,0.032806064302128596,0.5581217042026455
ENSG00000271967.1,0.03280415659018693,0.558144607009168
ENSG00000279858.1,0.03280309443603974,0.5581573587702926
ENSG00000238039.1,0.03279508457666337,0.5582535262017556
ENSG00000250039.3,0.0327834174668222,0.5583936174091002
ENSG00000235382.1,0.032780881467741906,0.5584240703172242
ENSG00000223886.3,0.032776951875729085,0.5584712594230382
ENSG00000204574.12,0.03277307434175353,0.5585178252726269
ENSG00000254206.5,0.03277062731167719,0.5585472129666806
ENSG00000135108.14,0.032761462168751004,0.558657288719857
ENSG00000257327.1,0.032755254553744444,0.5587318497507964
ENSG00000153201.15,0.03275089570342256,0.5587842077372691
ENSG00000143079.14,0.032745785483137696,0.5588455941100173
ENSG00000278936.1,0.032745569003871086,0.5588481946328934
ENSG00000126775.8,0.03274468621799806,0.5588587994266319
ENSG00000270532.1,0.03273632838343352,0.5589592058439704
ENSG00000257698.1,0.03273589779556529,0.5589643789254253
ENSG00000270008.1,0.03273353788386613,0.5589927313089731
ENSG00000204398.5,0.03273150088334341,0.5590172047412084
ENSG00000267128.1,0.032727887415469295,0.5590606198288921
ENSG00000256103.2,0.03272600664538735,0.5590832175468238
ENSG00000274391.4,0.0327251517882991,0.5590934889212743
ENSG00000230335.1,0.03272203847518281,0.5591308971198277
ENSG00000164329.13,0.03272203176295373,0.5591309777723198
ENSG00000268696.1,0.03272147903967902,0.5591376191785133
ENSG00000254414.1,0.03271557254511785,0.5592085927503462
ENSG00000246334.2,0.03271404506887367,0.5592269479062801
ENSG00000230530.1,0.03271264165091136,0.5592438125531366
ENSG00000254505.8,0.03270874712853475,0.5592906136861107
ENSG00000259882.1,0.03270530633834503,0.559331963816937
ENSG00000224858.5,0.03270399717329037,0.5593476972612064
ENSG00000269335.5,0.03270396957569493,0.5593480289292699
ENSG00000170260.8,0.03270090278515565,0.5593848862279974
ENSG00000182670.13,0.03269866587714675,0.5594117705732293
ENSG00000217488.2,0.032698053682752165,0.5594191283584758
ENSG00000236471.1,0.03269322478515174,0.5594771671036832
ENSG00000120458.9,0.03268498535836455,0.5595762038714078
ENSG00000257924.1,0.03268494900333263,0.5595766408726116
ENSG00000231801.2,0.032684365993033315,0.5595836488988873
ENSG00000249081.1,0.03268010471454711,0.5596348725254087
ENSG00000233077.1,0.03267982338349006,0.5596382544063399
ENSG00000254929.6,0.03267593806690594,0.5596849608101303
ENSG00000249555.2,0.03265603506509493,0.5599242494911298
ENSG00000238363.1,0.03265151027943515,0.5599786567144797
ENSG00000279344.1,0.03264935537420535,0.5600045687634511
ENSG00000228486.9,0.03264576184476824,0.5600477810970603
ENSG00000263606.1,0.032644268790141054,0.5600657356110699
ENSG00000271701.1,0.03263912573180986,0.5601275848462794
ENSG00000240175.1,0.0326287271985811,0.5602526452772891
ENSG00000231460.2,0.032628546477465215,0.5602548188817937
ENSG00000280126.2,0.03262614145759965,0.5602837453963697
ENSG00000257398.6,0.032625600709195506,0.5602902493780451
ENSG00000242244.1,0.0326213007124002,0.5603419699211932
ENSG00000136238.17,0.032620264125168316,0.5603544383806295
ENSG00000120658.12,0.03261603951676442,0.5604052549363859
ENSG00000204818.4,0.0326140092654992,0.5604296770144821
ENSG00000225216.6,0.032613035006163305,0.5604413966513243
ENSG00000111404.6,0.032611913593476254,0.5604548865830926
ENSG00000169717.6,0.03260885191916466,0.5604917175125294
ENSG00000071127.16,0.032597460688338034,0.5606287604989698
ENSG00000202347.1,0.03259251596079932,0.560688253410746
ENSG00000225155.4,0.03258802911304957,0.5607422399358428
ENSG00000013374.15,0.03258761950116382,0.5607471685814062
ENSG00000215790.6,0.03258471101923446,0.5607821654235061
ENSG00000279737.1,0.032583353207633836,0.560798503900942
ENSG00000115946.7,0.032582283536439216,0.5608113753611651
ENSG00000258102.3,0.03257973443492166,0.5608420495279428
ENSG00000267098.1,0.032572261821282686,0.560931974574068
ENSG00000274471.1,0.03257224159795383,0.5609322179499856
ENSG00000228507.1,0.032571399793399666,0.5609423486199173
ENSG00000249501.1,0.03256578093076122,0.5610099708999802
ENSG00000259144.2,0.03256170643834455,0.5610590093417264
ENSG00000211891.5,0.03255952003115663,0.5610853246367015
ENSG00000270822.1,0.03255562001773568,0.5611322661356044
ENSG00000138686.9,0.03255394261400621,0.5611524563517489
ENSG00000174796.12,0.032553452072069944,0.5611583608686225
ENSG00000258565.1,0.03254870423295918,0.5612155108339594
ENSG00000232706.3,0.03254588885952878,0.5612494009416671
ENSG00000011422.11,0.032540645510268085,0.5613125204782
ENSG00000244618.3,0.032538967308854055,0.5613327234202391
ENSG00000235239.1,0.032538445321558675,0.5613390074090241
ENSG00000221211.1,0.03253804991290596,0.5613437675925196
ENSG00000142794.18,0.03253543863462002,0.5613752043267972
ENSG00000242396.1,0.03253013162329433,0.5614390971433547
ENSG00000176761.7,0.03252818880122456,0.5614624882785432
ENSG00000072958.8,0.032526902935752916,0.5614779700639158
ENSG00000272754.1,0.032517951512975596,0.5615857506451198
ENSG00000234419.1,0.03251389040296925,0.5616346521658434
ENSG00000258738.1,0.032512117035062495,0.5616560066717854
ENSG00000272338.2,0.03250794369845914,0.5617062626140791
ENSG00000177596.1,0.0325075139157221,0.5617114382448356
ENSG00000228408.5,0.03250638118709654,0.5617250791658279
ENSG00000163625.15,0.03250600925567265,0.5617295581967536
ENSG00000260941.1,0.03249910123700735,0.5618127520033257
ENSG00000267711.1,0.0324870327226081,0.5619581082840001
ENSG00000179833.4,0.032484229197421714,0.5619918772487645
ENSG00000067113.16,0.03248359823064249,0.5619994774915692
ENSG00000129749.3,0.0324828299194531,0.5620087321685079
ENSG00000276845.1,0.03247939550421439,0.5620501022440938
ENSG00000270116.1,0.03247674810181812,0.5620819931665325
ENSG00000140873.15,0.03247472689488084,0.5621063414501516
ENSG00000273269.1,0.0324725669607138,0.562132361459164
ENSG00000263499.1,0.03246939284121308,0.5621706000726884
ENSG00000076067.11,0.0324691107399638,0.5621739986065866
ENSG00000233728.1,0.03246246709294108,0.5622540388944574
ENSG00000229727.6,0.03245131280665099,0.5623884340733704
ENSG00000213285.4,0.032446715328131995,0.5624438324243118
ENSG00000168405.14,0.03244233768321696,0.5624965842782202
ENSG00000080845.17,0.03243013267606494,0.5626436706049373
ENSG00000261799.1,0.0324299507028629,0.5626458637602371
ENSG00000140993.10,0.03242977668192626,0.5626479610780497
ENSG00000070778.12,0.032426836188460297,0.5626834007686978
ENSG00000217648.1,0.03242191800957408,0.5627426785014218
ENSG00000067606.15,0.0324126918235905,0.5628538877912248
ENSG00000275980.1,0.03240551357994275,0.5629404191847056
ENSG00000254400.1,0.032397638066920205,0.5630353632823
ENSG00000175482.8,0.03239536620553621,0.5630627533812722
ENSG00000239923.3,0.03239038493228083,0.5631228110304723
ENSG00000274333.4,0.03239020828853866,0.5631249408251271
ENSG00000269553.1,0.03238887321167663,0.5631410379798586
ENSG00000092841.18,0.03238675296299328,0.5631666024834047
ENSG00000188910.7,0.03238210139467542,0.563222689853583
ENSG00000273962.1,0.032376682607953636,0.5632880315193848
ENSG00000225170.2,0.0323616588000855,0.5634692129850642
ENSG00000251015.1,0.032358899486719564,0.5635024923042175
ENSG00000241772.2,0.032355789810045825,0.5635399983889612
ENSG00000118816.9,0.03235562413530254,0.563541996640258
ENSG00000260490.2,0.03235540832673514,0.5635445995752981
ENSG00000255406.1,0.032353567277683515,0.5635668052817
ENSG00000232519.2,0.03235281884291144,0.5635758326043151
ENSG00000237862.1,0.032352156086175525,0.5635838265704333
ENSG00000158161.15,0.03235069358190299,0.56360146703565
ENSG00000177494.5,0.03234964513959335,0.5636141133224479
ENSG00000146425.10,0.032343675893104336,0.5636861168284266
ENSG00000152061.21,0.032340011342314914,0.5637303223325567
ENSG00000267273.1,0.03233559575186986,0.563783589842258
ENSG00000226516.7,0.03233049722787926,0.5638450989284339
ENSG00000168772.10,0.03233041856622757,0.5638460479354067
ENSG00000174132.8,0.032329163294742023,0.563861192157759
ENSG00000252464.1,0.03232771925042768,0.5638786140710564
ENSG00000237217.1,0.032323070538356806,0.5639347009853227
ENSG00000021355.12,0.03232030512456175,0.5639680670923027
ENSG00000248385.7,0.032319677679472254,0.563975637664302
ENSG00000242279.1,0.03230477675801948,0.5641554422124379
ENSG00000249734.1,0.03229948752296525,0.5642192722887097
ENSG00000104164.10,0.032297617612415716,0.56424183905141
ENSG00000249175.1,0.03227077511590991,0.5645658317485966
ENSG00000143971.7,0.03227060212948761,0.5645679200078879
ENSG00000230748.1,0.03226790376848568,0.5646004945891651
ENSG00000257135.5,0.032267803906349486,0.564601700140932
ENSG00000236502.1,0.032266887135061775,0.5646127676089618
ENSG00000181418.7,0.032263835528073784,0.5646496080394777
ENSG00000116741.7,0.03226323508325671,0.5646568570263955
ENSG00000226126.2,0.032261946220241325,0.5646724172264815
ENSG00000226352.2,0.032261517232772735,0.5646775963568215
ENSG00000171307.18,0.03225390352784718,0.5647695197726731
ENSG00000253726.1,0.03225288484448614,0.5647818193025644
